"";"IBGE";"Municipio";"Regiao";"CatPop";"UF.x";"TransfCor";"TransfCap";"TransfTot";"RecCor";"RecCap";"RecTot";"RecProp";"GrauDep";"IPTU";"SiglaUF";"DespEduc";"DespSaude";"DespTotal";"CatDep";"UF.y";"MunicipioSemUF";"pib";"pibPerCapita";"pop";"atividadePrincipal";"arrecFed";"eh_capital";"GrauDepCapit"
"1927";"3100708";"Água Comprida - MG";"Sudeste";"menos de 50 mil";"MG";12614473,07;895846,7;13510319,77;13923512,09;895846,7;14819358,79;1309039,02;0,911666959512221;NA;"MG";2308583,6;4062392,68;15055782,61;"mais de 90%";"Minas Gerais";"Água Comprida";89192,68;43213,51;2064;"Agricultura, inclusive apoio à agricultura e a pós colheita";1044736,04;FALSE;NA
"1928";"3100807";"Aguanil - MG";"Sudeste";"menos de 50 mil";"MG";11282693,6;80685;11282693,6;11737407,96;80685;11818092,96;535399,359999999;0,954696636605235;67207,07;"MG";3896815,38;2880906,55;12126022,71;"mais de 90%";"Minas Gerais";"Aguanil";49069,067;11228,62;4370;"Administração, defesa, educação e saúde públicas e seguridade social";888593,63;FALSE;NA
"1929";"3100906";"Águas Formosas - MG";"Sudeste";"menos de 50 mil";"MG";28666977,06;354612,91;28975937,06;33721282,85;354612,91;34075895,76;5099958,69999999;0,850335300473991;257792,59;"MG";7753781,63;10789300,96;34946472,48;"entre 80 e 90%";"Minas Gerais";"Águas Formosas";197579,844;10233,59;19307;"Demais serviços";4226043,84;FALSE;NA
"1930";"3101102";"Aimorés - MG";"Sudeste";"menos de 50 mil";"MG";36178326,54;881130,03;36779126,54;52664262,47;881130,03;53545392,5;16766265,96;0,686877522468436;NA;"MG";10212591,21;13721493,03;43682062,2;"entre 50 e 80%";"Minas Gerais";"Aimorés";460405,495;17918,79;25694;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação";17029606,54;FALSE;NA
"1931";"3101201";"Aiuruoca - MG";"Sudeste";"menos de 50 mil";"MG";11698034,28;390000;12088034,28;12734470,61;390000;13124470,61;1036436,33;0,921030237272176;134548,27;"MG";4331409,91;3013823,11;13412580,21;"mais de 90%";"Minas Gerais";"Aiuruoca";76297,03;12227,09;6240;"Demais serviços";2024009,37;FALSE;NA
"1932";"3101300";"Alagoa - MG";"Sudeste";"menos de 50 mil";"MG";9358141,18;4955,65;9358141,18;11080110,83;4955,65;11085066,48;1726925,3;0,844211552261254;18948,62;"MG";2288381,3;3619035,52;12550611,42;"entre 80 e 90%";"Minas Gerais";"Alagoa";30202,413;10942,9;2760;"Administração, defesa, educação e saúde públicas e seguridade social";561674,01;FALSE;NA
"1933";"3101409";"Albertina - MG";"Sudeste";"menos de 50 mil";"MG";9799307,28;0;9799307,28;11497387,3;0;11497387,3;1698080,02;0,85230731333196;191963,21;"MG";4386234,15;2735417,97;11387441,2;"entre 80 e 90%";"Minas Gerais";"Albertina";76630,511;25265,58;3033;"Comércio e reparação de veículos automotores e motocicletas";516962,72;FALSE;NA
"1934";"3101508";"Além Paraíba - MG";"Sudeste";"menos de 50 mil";"MG";43290986,88;649701,28;43794486,88;59009279,82;649701,28;59658981,1;15864494,22;0,734080369334367;1504946,19;"MG";13771001,71;13828984,43;56699582,88;"entre 50 e 80%";"Minas Gerais";"Além Paraíba";812562,272;22748,1;35720;"Demais serviços";28138055,94;FALSE;NA
"1935";"3101607";"Alfenas - MG";"Sudeste";"entre 50 e 500 mil";"MG";150537533,4;916123,56;151192877,52;190328764,55;916123,56;191244888,11;40052010,59;0,790572124641769;11895443,37;"MG";37676411,11;88870356,4;184647493,13;"entre 50 e 80%";"Minas Gerais";"Alfenas";2126719,202;27019;78712;"Demais serviços";145342335,21;FALSE;NA
"1936";"3101631";"Alfredo Vasconcelos - MG";"Sudeste";"menos de 50 mil";"MG";11491575,27;547201,45;12038112,35;12449222,79;547201,45;12996424,24;958311,889999999;0,926263418898674;NA;"MG";3791254,47;3473658,24;12744593,24;"mais de 90%";"Minas Gerais";"Alfredo Vasconcelos";81191,935;12229,54;6639;"Administração, defesa, educação e saúde públicas e seguridade social";3934646,83;FALSE;NA
"1937";"3101706";"Almenara - MG";"Sudeste";"menos de 50 mil";"MG";51339541,5;326971,5;51666513;58873786,76;326971,5;59200758,26;7534245,26000001;0,8727339736611;NA;"MG";23065391,56;15433267,86;58404601,32;"entre 80 e 90%";"Minas Gerais";"Almenara";459641,042;11130,4;41296;"Demais serviços";12263006,76;FALSE;NA
"1938";"3101805";"Alpercata - MG";"Sudeste";"menos de 50 mil";"MG";15262794,79;0;15262794,79;16476921,25;0;16476921,25;1214126,46;0,92631351199788;247059,34;"MG";5636362,74;3235459,97;16276470,57;"mais de 90%";"Minas Gerais";"Alpercata";65914,361;8814,44;7478;"Administração, defesa, educação e saúde públicas e seguridade social";1532762,69;FALSE;NA
"1939";"3101904";"Alpinópolis - MG";"Sudeste";"menos de 50 mil";"MG";25751560,95;1205459,7;26923320,65;29907970,38;1205459,7;31113430,08;4190109,43;0,865327949402357;NA;"MG";7884896,71;10862950,6;31051317,04;"entre 80 e 90%";"Minas Gerais";"Alpinópolis";302074,142;15388,39;19630;"Demais serviços";9610279,41;FALSE;NA
"1940";"3102001";"Alterosa - MG";"Sudeste";"menos de 50 mil";"MG";21796416,4;800973,94;22431336,4;24241889,4;800973,94;25042863,34;2611526,94;0,895717717876585;NA;"MG";7438155,16;6297810,45;23798803,14;"entre 80 e 90%";"Minas Gerais";"Alterosa";178871,058;12392,34;14434;"Demais serviços";3898095,55;FALSE;NA
"1941";"3102050";"Alto Caparaó - MG";"Sudeste";"menos de 50 mil";"MG";11395496,93;656120,66;12051617,59;12863320,19;656120,66;13519440,85;1467823,26;0,891428700618191;NA;"MG";3719164,13;3867356,97;12999817,27;"entre 80 e 90%";"Minas Gerais";"Alto Caparaó";73192,837;12836,34;5702;"Administração, defesa, educação e saúde públicas e seguridade social";1163188,65;FALSE;NA
"1942";"3102100";"Alto Rio Doce - MG";"Sudeste";"menos de 50 mil";"MG";16952676,77;93000;16952676,77;18823477,15;93000;18916477,15;1963800,38;0,896185723989311;NA;"MG";4930989,7;6302642,4;18898333,83;"entre 80 e 90%";"Minas Gerais";"Alto Rio Doce";118803,284;9986,83;11896;"Administração, defesa, educação e saúde públicas e seguridade social";1650127,56;FALSE;NA
"1943";"3102209";"Alvarenga - MG";"Sudeste";"menos de 50 mil";"MG";9905732,24;356896,08;10231698,95;10319412,57;356896,08;10676308,65;444609,699999999;0,958355484599071;NA;"MG";2056646,81;2640847,54;10005040,77;"mais de 90%";"Minas Gerais";"Alvarenga";36825,214;8579,97;4292;"Administração, defesa, educação e saúde públicas e seguridade social";280690,23;FALSE;NA
"1944";"3102308";"Alvinópolis - MG";"Sudeste";"menos de 50 mil";"MG";20954592,67;284260;21195852,67;25099541,1;284260;25383801,1;4187948,43;0,83501492099227;214041,87;"MG";5230335,15;6584874,55;22626790,36;"entre 80 e 90%";"Minas Gerais";"Alvinópolis";234955,043;15042,9;15619;"Demais serviços";33778665,18;FALSE;NA
"1945";"3102407";"Alvorada de Minas - MG";"Sudeste";"menos de 50 mil";"MG";14257389,44;1987960,47;16167959,91;24797631,62;1987960,47;26785592,09;10617632,18;0,603606590277169;7806,02;"MG";7908475,16;6253749,89;30613968,46;"entre 50 e 80%";"Minas Gerais";"Alvorada de Minas";50403,978;13749,04;3666;"Administração, defesa, educação e saúde públicas e seguridade social";1079661,22;FALSE;NA
"1946";"3102506";"Amparo do Serra - MG";"Sudeste";"menos de 50 mil";"MG";10247816,42;75000;10322816,42;11121936,18;75000;11196936,18;874119,76;0,921932237002355;19220,41;"MG";3047643,72;2585771,25;10714091,74;"mais de 90%";"Minas Gerais";"Amparo do Serra";41506,053;8349,64;4971;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"1947";"3102605";"Andradas - MG";"Sudeste";"menos de 50 mil";"MG";49300749,75;939423,31;49667617,57;69660428,91;939423,31;70599852,22;20932234,65;0,703508803605255;3816798,28;"MG";17795430,62;18956744,94;67372531,77;"entre 50 e 80%";"Minas Gerais";"Andradas";785158,651;19583,92;40092;"Demais serviços";61578074,84;FALSE;NA
"1948";"3102704";"Cachoeira de Pajeú - MG";"Sudeste";"menos de 50 mil";"MG";14597343,24;2002381,94;16599725,18;15749762,08;2002381,94;17752144,02;1152418,84;0,935082836264642;NA;"MG";5314982,52;4227231,04;16770362,85;"mais de 90%";"Minas Gerais";"Cachoeira de Pajeú";97711,314;10383,77;9410;"Administração, defesa, educação e saúde públicas e seguridade social";1349312,08;FALSE;NA
"1949";"3102852";"Angelândia - MG";"Sudeste";"menos de 50 mil";"MG";15568266,98;836525,84;16404792,82;16475380,84;836525,84;17311906,68;907113,860000001;0,947601735801408;NA;"MG";5859682,65;4521325,35;16700528,84;"mais de 90%";"Minas Gerais";"Angelândia";67620,483;7992,96;8460;"Administração, defesa, educação e saúde públicas e seguridade social";2011368,08;FALSE;NA
"1950";"3102902";"Antônio Carlos - MG";"Sudeste";"menos de 50 mil";"MG";16962408,11;170000;17122408,11;18415565,91;170000;18585565,91;1463157,8;0,921274509095645;175310,06;"MG";4928127,35;4882584,73;17839861,97;"mais de 90%";"Minas Gerais";"Antônio Carlos";125297,035;10838,84;11560;"Administração, defesa, educação e saúde públicas e seguridade social";3367724,37;FALSE;NA
"1951";"3103009";"Antônio Dias - MG";"Sudeste";"menos de 50 mil";"MG";17798893,06;506358,93;18278501,99;24516006,26;506358,93;25022365,19;6743863,2;0,73048658075316;NA;"MG";6594228,69;7005268,03;25660412,23;"entre 50 e 80%";"Minas Gerais";"Antônio Dias";152682,626;15764,86;9685;"Administração, defesa, educação e saúde públicas e seguridade social";1907406,8;FALSE;NA
"1952";"3103108";"Antônio Prado de Minas - MG";"Sudeste";"menos de 50 mil";"MG";8421157,96;203087,15;8624245,11;8719976,41;203087,15;8923063,56;298818,449999999;0,966511675279381;17231,31;"MG";1342512,98;2343739,42;8932912,76;"mais de 90%";"Minas Gerais";"Antônio Prado de Minas";19626,79;11703,51;1677;"Administração, defesa, educação e saúde públicas e seguridade social";295922,34;FALSE;NA
"1953";"3103207";"Araçaí - MG";"Sudeste";"menos de 50 mil";"MG";9586949,6;463631,36;10050580,96;9998089,6;463631,36;10461720,96;411140;0,960700538508724;NA;"MG";2807676,59;2392803,61;9939229,41;"mais de 90%";"Minas Gerais";"Araçaí";38680,799;16445,92;2352;"Administração, defesa, educação e saúde públicas e seguridade social";1367161,76;FALSE;NA
"1954";"3103306";"Aracitaba - MG";"Sudeste";"menos de 50 mil";"MG";8311164,58;275500;8586664,58;8601341,02;275500;8876841,02;290176,439999998;0,967310844100259;12248,95;"MG";1359107,95;2271088,09;8594704,02;"mais de 90%";"Minas Gerais";"Aracitaba";20026,293;9482,15;2112;"Administração, defesa, educação e saúde públicas e seguridade social";435681,49;FALSE;NA
"1955";"3103405";"Araçuaí - MG";"Sudeste";"menos de 50 mil";"MG";47279876,03;2042226,49;49059007,52;52925568,02;2042226,49;54967794,51;5908786,99;0,892504564851605;500716,68;"MG";12246876,15;21916108,08;54409204,52;"entre 80 e 90%";"Minas Gerais";"Araçuaí";363724,253;9759,17;37270;"Demais serviços";11642257;FALSE;NA
"1956";"3103504";"Araguari - MG";"Sudeste";"entre 50 e 500 mil";"MG";176941620,5;7326586,41;178739606,84;247322345,5;7326586,41;254648931,91;75909325,07;0,701905975019646;15179767,73;"MG";45700516,62;69203148,4;233220346,86;"entre 50 e 80%";"Minas Gerais";"Araguari";3696960,541;31797,16;116267;"Demais serviços";98630261,01;FALSE;NA
"1957";"3103603";"Arantina - MG";"Sudeste";"menos de 50 mil";"MG";9784832,12;246954,71;10031786,83;10203296,15;246954,71;10450250,86;418464,029999999;0,95995655648787;NA;"MG";2478712,49;2543961,52;10304188,63;"mais de 90%";"Minas Gerais";"Arantina";44015,137;15283,03;2880;"Administração, defesa, educação e saúde públicas e seguridade social";631497,12;FALSE;NA
"1958";"3103702";"Araponga - MG";"Sudeste";"menos de 50 mil";"MG";12477971,91;702364,3;13000036,21;15145607,9;702364,3;15847972,2;2847935,99;0,820296505189478;NA;"MG";2579810,64;4277956,43;15116828,8;"entre 80 e 90%";"Minas Gerais";"Araponga";71724,643;8437,2;8501;"Administração, defesa, educação e saúde públicas e seguridade social";699065,65;FALSE;NA
"1959";"3103751";"Araporã - MG";"Sudeste";"menos de 50 mil";"MG";33394932,89;925363,3;33923996,19;39829863,8;925363,3;40755227,1;6831230,91;0,832383932170507;427398,63;"MG";8897960,73;8477215,92;38124044,94;"entre 80 e 90%";"Minas Gerais";"Araporã";1332906,679;200226,33;6657;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação";6038414,27;FALSE;NA
"1960";"3103801";"Arapuá - MG";"Sudeste";"menos de 50 mil";"MG";9806643,6;75800;9882443,6;10460277,24;75800;10536077,24;653633,639999999;0,937962334072638;NA;"MG";2474652,59;2075982,54;10230652,87;"mais de 90%";"Minas Gerais";"Arapuá";100007,209;34785,12;2875;"Demais serviços";468729,12;FALSE;NA
"1961";"3103900";"Araújos - MG";"Sudeste";"menos de 50 mil";"MG";14056831,07;146600;14056831,07;15986269,9;146600;16132869,9;2076038,83;0,871316210762971;249805,51;"MG";4576472,59;4718234,03;17783038,63;"entre 80 e 90%";"Minas Gerais";"Araújos";237725,578;27112,86;8768;"Agricultura, inclusive apoio à agricultura e a pós colheita";6556117,28;FALSE;NA
"1962";"3104007";"Araxá - MG";"Sudeste";"entre 50 e 500 mil";"MG";189480314,8;7688682,37;197028019,67;266294101,48;7688682,37;273982783,85;76954764,18;0,719125548333244;8537924,77;"MG";54766252,62;45293859,63;234682892,02;"entre 50 e 80%";"Minas Gerais";"Araxá";4878822,454;47720,25;102238;"Demais serviços";1193239310,78;FALSE;NA
"1963";"3104106";"Arceburgo - MG";"Sudeste";"menos de 50 mil";"MG";19682188,87;395113,1;20075211,97;24409822,66;395113,1;24804935,76;4729723,79;0,809323280021266;NA;"MG";5915841,1;6045099,08;20963837,47;"entre 80 e 90%";"Minas Gerais";"Arceburgo";231389,405;22306,89;10373;"Demais serviços";10567185,09;FALSE;NA
"1964";"3104205";"Arcos - MG";"Sudeste";"menos de 50 mil";"MG";64714045,67;2672624,55;67179527,99;84796759,69;2672624,55;87469384,24;20289856,25;0,76803476523479;NA;"MG";24115382,1;23236562,88;83788209,44;"entre 50 e 80%";"Minas Gerais";"Arcos";1244153,303;31698,98;39249;"Demais serviços";64540709,57;FALSE;NA
"1965";"3104304";"Areado - MG";"Sudeste";"menos de 50 mil";"MG";13896631,29;536732,54;14341559,73;15416326,79;536732,54;15953059,33;1611499,6;0,898984917772508;524434,96;"MG";8393302,47;6226076,94;23078654,25;"entre 80 e 90%";"Minas Gerais";"Areado";200178,974;13580,66;14740;"Demais serviços";5180001,29;FALSE;NA
"1966";"3104403";"Argirita - MG";"Sudeste";"menos de 50 mil";"MG";10290011,73;0;10290011,73;10290011,73;0;10290011,73;0;1;NA;"MG";0;0;10414274,67;"mais de 90%";"Minas Gerais";"Argirita";25963,643;8983,96;2890;"Administração, defesa, educação e saúde públicas e seguridade social";619494,54;FALSE;NA
"1967";"3104452";"Aricanduva - MG";"Sudeste";"menos de 50 mil";"MG";10833578,69;574610,66;11280689,35;11451433,3;574610,66;12026043,96;745354,609999999;0,938021629350505;NA;"MG";3212541,04;3021946,53;12142805,12;"mais de 90%";"Minas Gerais";"Aricanduva";42846,37;8371,7;5118;"Administração, defesa, educação e saúde públicas e seguridade social";314857,33;FALSE;NA
"1968";"3104502";"Arinos - MG";"Sudeste";"menos de 50 mil";"MG";28713694,43;4829019,06;33299825,49;32188297,66;4829019,06;37017316,72;3717491,23;0,899574265252147;152014,1;"MG";12321264,12;7991905,12;36906847,64;"entre 80 e 90%";"Minas Gerais";"Arinos";197938,168;10863,19;18221;"Administração, defesa, educação e saúde públicas e seguridade social";3761488,95;FALSE;NA
"1969";"3104601";"Astolfo Dutra - MG";"Sudeste";"menos de 50 mil";"MG";20571503,8;0;20571503,8;22523475,1;0;22523475,1;1951971,3;0,913336139679441;NA;"MG";5155218,38;5951360,29;23229851,06;"mais de 90%";"Minas Gerais";"Astolfo Dutra";263639,375;18916,51;13937;"Indústrias de transformação";17695217,53;FALSE;NA
"1970";"3104700";"Ataléia - MG";"Sudeste";"menos de 50 mil";"MG";19287267,61;941685,87;20228953,48;20471397,8;941685,87;21413083,67;1184130,19;0,944700622841213;NA;"MG";7295924,15;5864430,78;20913828,4;"mais de 90%";"Minas Gerais";"Ataléia";143107,031;10193,53;14039;"Administração, defesa, educação e saúde públicas e seguridade social";1550908,92;FALSE;NA
"1971";"3104809";"Augusto de Lima - MG";"Sudeste";"menos de 50 mil";"MG";11644414,94;922110,5;12566525,44;12633650,98;922110,5;13555761,48;989236,039999999;0,927024679398534;NA;"MG";3350876,07;2676376,51;12212645,21;"mais de 90%";"Minas Gerais";"Augusto de Lima";58781,847;11660,75;5041;"Administração, defesa, educação e saúde públicas e seguridade social";881381,56;FALSE;NA
"1972";"3104908";"Baependi - MG";"Sudeste";"menos de 50 mil";"MG";29693773,01;1247328,58;30833221,59;35273938,23;1247328,58;36521266,81;5688045,22;0,844253890490936;NA;"MG";8655344,87;10070643,14;32758520,19;"entre 80 e 90%";"Minas Gerais";"Baependi";239843,762;12500,98;19186;"Demais serviços";9502089,97;FALSE;NA
"1973";"3105004";"Baldim - MG";"Sudeste";"menos de 50 mil";"MG";13542837,06;254559;13797396,06;15134360,19;254559;15388919,19;1591523,13;0,896579928041067;102155,42;"MG";4219757,95;4479073,33;15746341,38;"entre 80 e 90%";"Minas Gerais";"Baldim";79845,526;9892,89;8071;"Administração, defesa, educação e saúde públicas e seguridade social";5568474,07;FALSE;NA
"1974";"3105103";"Bambuí - MG";"Sudeste";"menos de 50 mil";"MG";30559146,68;4775798,29;34367852,75;41534908,92;4775798,29;46310707,21;11942854,46;0,742114617126358;NA;"MG";8474045,76;12023409,52;41409523,33;"entre 50 e 80%";"Minas Gerais";"Bambuí";478919,398;20080,48;23850;"Demais serviços";12551107,14;FALSE;NA
"1975";"3105202";"Bandeira - MG";"Sudeste";"menos de 50 mil";"MG";11168488,96;456174;11624662,96;12431254,24;456174;12887428,24;1262765,28;0,902015727538204;NA;"MG";3226193,78;2700216,06;11682615,8;"mais de 90%";"Minas Gerais";"Bandeira";40561,309;8081,55;5019;"Administração, defesa, educação e saúde públicas e seguridade social";276234,88;FALSE;NA
"1976";"3105301";"Bandeira do Sul - MG";"Sudeste";"menos de 50 mil";"MG";10495003;903375;11309878;12395804,4;903375;13299179,4;1989301,4;0,850419237144812;340547,17;"MG";3965706,31;2842893,18;13606080,87;"entre 80 e 90%";"Minas Gerais";"Bandeira do Sul";58999,48;10398,22;5674;"Administração, defesa, educação e saúde públicas e seguridade social";2387844,48;FALSE;NA
"1977";"3105400";"Barão de Cocais - MG";"Sudeste";"menos de 50 mil";"MG";67683850;1533520;68159275;90194088;1533520;91727608;23568333;0,743061729027099;1397616;"MG";19914339;26282404;81300814;"entre 50 e 80%";"Minas Gerais";"Barão de Cocais";777624,495;24868,07;31270;"Demais serviços";18417845,47;FALSE;NA
"1978";"3105509";"Barão de Monte Alto - MG";"Sudeste";"menos de 50 mil";"MG";11935490,95;408387,19;12343878,14;12442751,64;408387,19;12851138,83;507260,689999999;0,96052795812805;NA;"MG";4335130,41;3380231,85;13026872,93;"mais de 90%";"Minas Gerais";"Barão de Monte Alto";42568,196;7460,25;5706;"Administração, defesa, educação e saúde públicas e seguridade social";NA;FALSE;NA
"1979";"3105608";"Barbacena - MG";"Sudeste";"entre 50 e 500 mil";"MG";187141923,9;4649614,44;189181465,52;274046321,09;4649614,44;278695935,53;89514470,01;0,678809560534964;NA;"MG";41200330,68;97862323,98;269625257,91;"entre 50 e 80%";"Minas Gerais";"Barbacena";2370207,366;17566,98;134924;"Demais serviços";105218793,55;FALSE;NA
"1980";"3105707";"Barra Longa - MG";"Sudeste";"menos de 50 mil";"MG";10630782,61;609389,34;11080671,95;11200946,65;609389,34;11810335,99;729664,040000001;0,938218181039234;NA;"MG";2895099,01;2952020,35;11748226,36;"mais de 90%";"Minas Gerais";"Barra Longa";51944,786;8957,54;5799;"Administração, defesa, educação e saúde públicas e seguridade social";981654,13;FALSE;NA
"1981";"3105905";"Barroso - MG";"Sudeste";"menos de 50 mil";"MG";30251504,14;1544846,45;31675850,59;43760908,05;1544846,45;45305754,5;13629903,91;0,69915733530053;640233,53;"MG";12170159,15;9761890,35;42699182,1;"entre 50 e 80%";"Minas Gerais";"Barroso";345887,845;16715,21;20693;"Demais serviços";13654144,79;FALSE;NA
"1982";"3106002";"Bela Vista de Minas - MG";"Sudeste";"menos de 50 mil";"MG";20337634,37;193856,74;20377234,37;24475865,64;193856,74;24669722,38;4292488,01;0,826001770758476;61791,15;"MG";5255994,44;6829709,24;25609809,85;"entre 80 e 90%";"Minas Gerais";"Bela Vista de Minas";166129,416;16003,22;10381;"Indústrias extrativas";1871800,1;FALSE;NA
"1983";"3106200";"Belo Horizonte - MG";"Sudeste";"mais de 500 mil";"MG";3989907508,45;386570947,6;4037356542,92;8030763637,93;386570947,6;8417334585,53;4379978042,61;0,47964786262156;963705764,01;"MG";1451852165,87;2702881267,81;8045613157,57;"até 50%";"Minas Gerais";"Belo Horizonte";87364598,168;34910,13;2502557;"Demais serviços";17005881176;TRUE;0,47964786262156
"1984";"3106309";"Belo Oriente - MG";"Sudeste";"menos de 50 mil";"MG";53071634,84;523622,13;53595256,97;65663578,25;523622,13;66187200,38;12591943,41;0,809752590565759;3361301,6;"MG";24365558,76;14584779,21;67346680,26;"entre 80 e 90%";"Minas Gerais";"Belo Oriente";1343598,417;52445,39;25619;"Indústrias de transformação";79711575,94;FALSE;NA
"1985";"3106507";"Berilo - MG";"Sudeste";"menos de 50 mil";"MG";16648395,43;845988;17494383,43;18526519,89;845988;19372507,89;1878124,46;0,9030520740699;39031,51;"MG";5981943,25;6505316,78;19631041,24;"mais de 90%";"Minas Gerais";"Berilo";90512,458;7281,19;12431;"Administração, defesa, educação e saúde públicas e seguridade social";1542962,76;FALSE;NA
"1986";"3106606";"Bertópolis - MG";"Sudeste";"menos de 50 mil";"MG";10382241,75;0;10382241,75;10796864,78;0;10796864,78;414623,029999999;0,961597830625049;NA;"MG";2191619,51;3243280,62;10722449,72;"mais de 90%";"Minas Gerais";"Bertópolis";35029,089;7510,53;4664;"Administração, defesa, educação e saúde públicas e seguridade social";155421,99;FALSE;NA
"1987";"3106655";"Berizal - MG";"Sudeste";"menos de 50 mil";"MG";10118359,8;966197,88;11084557,68;10877003,43;966197,88;11843201,31;758643,630000001;0,935942688962027;NA;"MG";2884333,39;2553727,33;11364288,78;"mais de 90%";"Minas Gerais";"Berizal";37923,168;8136,27;4661;"Administração, defesa, educação e saúde públicas e seguridade social";847916,71;FALSE;NA
"1988";"3106705";"Betim - MG";"Sudeste";"entre 50 e 500 mil";"MG";984800757,11;7903164,23;985099646,11;1378620375,05;7903164,23;1386523539,28;401423893,17;0,710481732334344;38111235,76;"MG";342259405,88;407890809,07;1240356734,57;"entre 50 e 80%";"Minas Gerais";"Betim";23904766,813;57283,41;417307;"Indústrias de transformação";1377201942,93;FALSE;NA
"1989";"3106804";"Bias Fortes - MG";"Sudeste";"menos de 50 mil";"MG";8894758,73;681285,36;9576044,09;9502081,48;681285,36;10183366,84;607322,749999998;0,940361300978135;NA;"MG";2249157,01;2835945,91;10073827,4;"mais de 90%";"Minas Gerais";"Bias Fortes";30378,011;8243,69;3685;"Administração, defesa, educação e saúde públicas e seguridade social";503926,11;FALSE;NA
"1990";"3106903";"Bicas - MG";"Sudeste";"menos de 50 mil";"MG";21383946,09;384105;21748471,09;25026420,51;384105;25410525,51;3662054,42;0,855884349241072;889319,85;"MG";7826679,45;6849527,82;25235688,04;"entre 80 e 90%";"Minas Gerais";"Bicas";224177,089;15553,81;14413;"Demais serviços";10373444,86;FALSE;NA
"1991";"3107000";"Biquinhas - MG";"Sudeste";"menos de 50 mil";"MG";8884405,64;1032421,18;9820737,26;10182873,15;1032421,18;11215294,33;1394557,07;0,87565577603526;NA;"MG";2193143,08;2811829,3;11166177,94;"entre 80 e 90%";"Minas Gerais";"Biquinhas";34810,76;13185,89;2640;"Administração, defesa, educação e saúde públicas e seguridade social";470458,54;FALSE;NA
"1992";"3107109";"Boa Esperança - MG";"Sudeste";"menos de 50 mil";"MG";49540786,42;1670495,62;51080465,92;70776207,14;1670495,62;72446702,76;21366236,84;0,705076476554335;2777659,51;"MG";16795031,32;18387863,18;73183723,04;"entre 50 e 80%";"Minas Gerais";"Boa Esperança";697259,016;17307,3;40287;"Demais serviços";21343826,84;FALSE;NA
"1993";"3107208";"Bocaina de Minas - MG";"Sudeste";"menos de 50 mil";"MG";10232177,56;157740;10389917,56;10998609,82;157740;11156349,82;766432,26;0,931300804262518;NA;"MG";3010987,64;2357639,29;10838174,56;"mais de 90%";"Minas Gerais";"Bocaina de Minas";46327,123;8953,83;5174;"Administração, defesa, educação e saúde públicas e seguridade social";1532825,5;FALSE;NA
"1994";"3107307";"Bocaiúva - MG";"Sudeste";"menos de 50 mil";"MG";59646274,79;1894141,6;61484143,52;77700405,55;1894141,6;79594547,15;18110403,63;0,772466779717083;332182,49;"MG";19263957,54;24427162,79;76691627,3;"entre 50 e 80%";"Minas Gerais";"Bocaiúva";700354,34;14120,05;49600;"Demais serviços";29749742,38;FALSE;NA
"1995";"3107406";"Bom Despacho - MG";"Sudeste";"menos de 50 mil";"MG";60580108,11;1378840,62;61588884,98;92760075,04;1378840,62;94138915,66;32550030,68;0,654234059827495;8505369,61;"MG";20411683,35;29644457,51;89871702,14;"entre 50 e 80%";"Minas Gerais";"Bom Despacho";1047543,564;21275,97;49236;"Demais serviços";52604149,98;FALSE;NA
"1996";"3107505";"Bom Jardim de Minas - MG";"Sudeste";"menos de 50 mil";"MG";12488533,72;636334,27;13079217,99;14312634,62;636334,27;14948968,89;1869750,9;0,874924423633609;NA;"MG";3783904,27;4531553,75;14694191,28;"entre 80 e 90%";"Minas Gerais";"Bom Jardim de Minas";109926,893;16522,91;6653;"Produção florestal, pesca e aquicultura";6179350,24;FALSE;NA
"1997";"3107604";"Bom Jesus da Penha - MG";"Sudeste";"menos de 50 mil";"MG";11161700,35;741087,33;11488300,35;14759197,67;741087,33;15500285;4011984,65;0,741167039831848;NA;"MG";2769141,51;4122746,82;13464800,39;"entre 50 e 80%";"Minas Gerais";"Bom Jesus da Penha";88684,199;21369,69;4150;"Agricultura, inclusive apoio à agricultura e a pós colheita";1656346,86;FALSE;NA
"1998";"3107703";"Bom Jesus do Amparo - MG";"Sudeste";"menos de 50 mil";"MG";11209845,07;409659;11619504,07;13484706,75;409659;13894365,75;2274861,68;0,836274521562814;48459,01;"MG";3410525,56;3044880,59;13041286,85;"entre 80 e 90%";"Minas Gerais";"Bom Jesus do Amparo";66751,028;11269,8;5923;"Demais serviços";2788066,83;FALSE;NA
"1999";"3107802";"Bom Jesus do Galho - MG";"Sudeste";"menos de 50 mil";"MG";20237402,03;850193,75;20504682,49;21760516,47;850193,75;22610710,22;2106027,73;0,90685707306367;67314,18;"MG";5869642,72;5817542,44;21012193,38;"mais de 90%";"Minas Gerais";"Bom Jesus do Galho";136324,614;8771,37;15542;"Administração, defesa, educação e saúde públicas e seguridade social";1458814,18;FALSE;NA
